,0,1
0,0.9494949494949496,0.9393939393939394
1,0.98989898989899,0.08080808080808081
2,0.98989898989899,0.23232323232323235
3,0.06060606060606061,0.595959595959596
4,0.43434343434343436,0.23232323232323235
5,0.25252525252525254,0.8282828282828284
6,0.06060606060606061,0.5555555555555556
7,0.5151515151515152,0.6464646464646465
8,0.7070707070707072,0.26262626262626265
9,0.9797979797979799,0.3434343434343435
10,0.8787878787878789,0.10101010101010102
11,0.19191919191919193,0.18181818181818182
12,0.08080808080808081,0.23232323232323235
13,0.8484848484848485,0.6060606060606061
14,0.24242424242424243,0.37373737373737376
15,0.8484848484848485,0.31313131313131315
16,0.8787878787878789,0.6363636363636365
17,0.2828282828282829,0.37373737373737376
18,0.020202020202020204,0.27272727272727276
19,0.8383838383838385,0.787878787878788
20,0.30303030303030304,0.29292929292929293
21,0.888888888888889,0.595959595959596
22,0.9090909090909092,0.48484848484848486
23,0.18181818181818182,0.6767676767676768
24,0.23232323232323235,0.5454545454545455
25,0.13131313131313133,0.32323232323232326
26,0.17171717171717174,0.30303030303030304
27,0.8282828282828284,0.030303030303030304
28,0.37373737373737376,0.42424242424242425
29,0.21212121212121213,0.4747474747474748
30,0.4747474747474748,0.9595959595959597
31,0.7777777777777778,0.9494949494949496
32,0.9595959595959597,0.4747474747474748
33,0.4747474747474748,0.4747474747474748
34,0.6666666666666667,0.9393939393939394
35,0.3434343434343435,0.5353535353535354
36,0.5252525252525253,0.6666666666666667
37,0.32323232323232326,0.9090909090909092
38,0.8080808080808082,0.05050505050505051
39,0.9191919191919192,0.9494949494949496
40,0.26262626262626265,0.6565656565656566
41,0.4646464646464647,0.43434343434343436
42,0.7474747474747475,0.494949494949495
43,0.13131313131313133,0.797979797979798
44,0.11111111111111112,0.5656565656565657
45,0.8080808080808082,0.8484848484848485
46,0.25252525252525254,0.6666666666666667
47,0.15151515151515152,0.5656565656565657
48,0.020202020202020204,0.5656565656565657
49,0.5757575757575758,0.48484848484848486
50,0.3434343434343435,0.6767676767676768
51,0.5151515151515152,0.8484848484848485
52,0.32323232323232326,0.6363636363636365
53,0.98989898989899,0.6767676767676768
54,0.13131313131313133,0.5353535353535354
55,0.21212121212121213,0.2828282828282829
56,0.0,0.9393939393939394
57,0.7575757575757577,0.23232323232323235
58,0.787878787878788,0.14141414141414144
59,0.13131313131313133,0.5050505050505051
60,0.595959595959596,0.15151515151515152
61,0.8585858585858587,0.888888888888889
62,0.8686868686868687,0.393939393939394
63,0.29292929292929293,0.4444444444444445
64,0.5151515151515152,0.393939393939394
65,0.32323232323232326,0.29292929292929293
66,0.19191919191919193,0.6464646464646465
67,0.13131313131313133,0.07070707070707072
68,0.8989898989898991,0.8080808080808082
69,0.5858585858585859,0.6060606060606061
70,0.11111111111111112,0.8787878787878789
71,0.8585858585858587,0.4141414141414142
72,0.797979797979798,0.43434343434343436
73,0.13131313131313133,0.787878787878788
74,0.43434343434343436,0.08080808080808081
75,0.5555555555555556,0.06060606060606061
76,0.19191919191919193,0.7272727272727273
77,0.8282828282828284,0.09090909090909091
78,0.393939393939394,0.7474747474747475
79,0.9494949494949496,0.888888888888889
80,0.98989898989899,0.05050505050505051
81,0.5050505050505051,0.5353535353535354
82,0.21212121212121213,0.42424242424242425
83,0.22222222222222224,0.14141414141414144
84,0.4646464646464647,0.36363636363636365
85,0.8787878787878789,0.43434343434343436
86,0.06060606060606061,0.26262626262626265
87,0.2828282828282829,0.42424242424242425
88,0.9696969696969697,0.10101010101010102
89,0.4040404040404041,0.8989898989898991
90,0.14141414141414144,0.5858585858585859
91,0.06060606060606061,0.37373737373737376
92,0.4646464646464647,0.2828282828282829
93,0.6767676767676768,0.04040404040404041
94,0.14141414141414144,0.8383838383838385
95,0.9595959595959597,0.4545454545454546
96,0.25252525252525254,0.37373737373737376
97,0.5050505050505051,0.6464646464646465
98,0.4646464646464647,0.686868686868687
99,0.9191919191919192,0.38383838383838387
